"phase","analysis","gene1","gene2","dataset","R","p_value","status","path"
"ph2","chromatin_vs_heme","ATAD2","FECH","LGG_Tumor",0.31,"4.8e-13","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_FECH__LGG_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","FECH","LIHC_Tumor",0.19,"0.00025","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_FECH__LIHC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","FECH","LUAD_Tumor",0.31,"3.4e-12","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_FECH__LUAD_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","FECH","LUSC_Tumor",0.23,"4.9e-07","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_FECH__LUSC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","FECH","MESO_Tumor",0.63,"8.5e-11","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_FECH__MESO_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","FECH","OV_Tumor",0.4,"1.4e-17","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_FECH__OV_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","FECH","PAAD_Tumor",0.34,"4.3e-06","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_FECH__PAAD_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","FECH","PCPG_Tumor",0.64,"2.8e-22","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_FECH__PCPG_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","FECH","PRAD_Tumor",0.56,"6e-42","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_FECH__PRAD_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","FECH","READ_Tumor",0.3,"0.0041","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_FECH__READ_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","FECH","SARC_Tumor",0.46,"6.7e-15","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_FECH__SARC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","FECH","SKCM_Tumor",0.42,"7.6e-21","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_FECH__SKCM_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","FECH","STAD_Tumor",0.099,"0.046","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_FECH__STAD_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","FECH","TGCT_Tumor",0.53,"2.2e-11","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_FECH__TGCT_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","FECH","THCA_Tumor",0.44,"1.3e-25","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_FECH__THCA_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","FECH","THYM_Tumor",0.65,"1.3e-15","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_FECH__THYM_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","FECH","UCEC_Tumor",0.45,"4.2e-10","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_FECH__UCEC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","FECH","UCS_Tumor",0.45,"5e-04","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_FECH__UCS_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","FECH","UVM_Tumor",0.65,"7.4e-11","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_FECH__UVM_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","HMBS","ACC_Tumor",0.42,"0.00016","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_HMBS__ACC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","HMBS","BLCA_Tumor",0.37,"1.8e-14","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_HMBS__BLCA_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","HMBS","BRCA_Tumor",0.17,"1.5e-08","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_HMBS__BRCA_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","HMBS","CESC_Tumor",-0.014,"0.81","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_HMBS__CESC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","HMBS","CHOL_Tumor",0.09,"0.6","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_HMBS__CHOL_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","HMBS","COAD_Tumor",0.25,"2.1e-05","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_HMBS__COAD_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","HMBS","DLBC_Tumor",0.079,"0.6","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_HMBS__DLBC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","HMBS","ESCA_Tumor",0.25,"0.00073","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_HMBS__ESCA_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","HMBS","GBM_Tumor",0.34,"1.2e-05","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_HMBS__GBM_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","HMBS","HNSC_Tumor",0.093,"0.035","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_HMBS__HNSC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","HMBS","KICH_Tumor",0.25,"0.044","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_HMBS__KICH_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","HMBS","KIRC_Tumor",0.14,"0.0013","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_HMBS__KIRC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","HMBS","KIRP_Tumor",0.023,"0.7","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_HMBS__KIRP_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","HMBS","LAML_Tumor",0.19,"0.013","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_HMBS__LAML_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","HMBS","LGG_Tumor",0.26,"3e-09","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_HMBS__LGG_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","HMBS","LIHC_Tumor",0.22,"1.6e-05","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_HMBS__LIHC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","HMBS","LUAD_Tumor",0.3,"2.3e-11","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_HMBS__LUAD_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","HMBS","LUSC_Tumor",0.27,"2.6e-09","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_HMBS__LUSC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","HMBS","MESO_Tumor",0.38,"0.00026","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_HMBS__MESO_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","HMBS","OV_Tumor",0.24,"4.2e-07","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_HMBS__OV_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","HMBS","PAAD_Tumor",0.28,"0.00018","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_HMBS__PAAD_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","HMBS","PCPG_Tumor",0.31,"2e-05","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_HMBS__PCPG_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","HMBS","PRAD_Tumor",0.021,"0.64","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_HMBS__PRAD_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","HMBS","READ_Tumor",0.31,"0.0031","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_HMBS__READ_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","HMBS","SARC_Tumor",-0.14,"0.02","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_HMBS__SARC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","HMBS","SKCM_Tumor",0.21,"4.8e-06","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_HMBS__SKCM_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","HMBS","STAD_Tumor",0.51,"1.1e-28","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_HMBS__STAD_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","HMBS","TGCT_Tumor",0.18,"0.033","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_HMBS__TGCT_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","HMBS","THCA_Tumor",-0.099,"0.025","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_HMBS__THCA_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","HMBS","THYM_Tumor",0.029,"0.76","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_HMBS__THYM_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","HMBS","UCEC_Tumor",0.13,"0.088","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_HMBS__UCEC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","HMBS","UCS_Tumor",0.012,"0.93","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_HMBS__UCS_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","HMBS","UVM_Tumor",0.54,"2.1e-07","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_HMBS__UVM_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","PPOX","ACC_Tumor",0.29,"0.01","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_PPOX__ACC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","PPOX","BLCA_Tumor",-0.13,"0.0088","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_PPOX__BLCA_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","PPOX","BRCA_Tumor",-0.2,"5.6e-11","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_PPOX__BRCA_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","PPOX","CESC_Tumor",-0.077,"0.18","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_PPOX__CESC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","PPOX","CHOL_Tumor",-0.0097,"0.96","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_PPOX__CHOL_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","PPOX","COAD_Tumor",-0.033,"0.58","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_PPOX__COAD_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","PPOX","DLBC_Tumor",0.039,"0.8","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_PPOX__DLBC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","PPOX","ESCA_Tumor",0.025,"0.74","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_PPOX__ESCA_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","PPOX","GBM_Tumor",0.23,"0.0037","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_PPOX__GBM_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","PPOX","HNSC_Tumor",0.16,"0.00021","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_PPOX__HNSC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","PPOX","KICH_Tumor",0.013,"0.92","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_PPOX__KICH_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","PPOX","KIRC_Tumor",-0.00025,"1","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_PPOX__KIRC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","PPOX","KIRP_Tumor",-0.11,"0.058","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_PPOX__KIRP_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","PPOX","LAML_Tumor",0.015,"0.84","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_PPOX__LAML_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","PPOX","LGG_Tumor",0.13,"0.0023","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_PPOX__LGG_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","PPOX","LIHC_Tumor",0.22,"3.1e-05","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_PPOX__LIHC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","PPOX","LUAD_Tumor",-0.14,"0.0018","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_PPOX__LUAD_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","PPOX","LUSC_Tumor",0.13,"0.0053","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_PPOX__LUSC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","PPOX","MESO_Tumor",-0.16,"0.13","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_PPOX__MESO_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","PPOX","OV_Tumor",-0.0032,"0.95","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_PPOX__OV_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","PPOX","PAAD_Tumor",-0.16,"0.029","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_PPOX__PAAD_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","PPOX","PCPG_Tumor",0.037,"0.62","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_PPOX__PCPG_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","PPOX","PRAD_Tumor",-0.23,"4.5e-07","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_PPOX__PRAD_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","PPOX","READ_Tumor",-0.054,"0.61","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_PPOX__READ_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","PPOX","SARC_Tumor",0.23,"0.00016","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_PPOX__SARC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","PPOX","SKCM_Tumor",0.03,"0.52","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_PPOX__SKCM_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","PPOX","STAD_Tumor",0.2,"5.6e-05","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_PPOX__STAD_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","PPOX","TGCT_Tumor",0.18,"0.032","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_PPOX__TGCT_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","PPOX","THCA_Tumor",-0.096,"0.03","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_PPOX__THCA_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","PPOX","THYM_Tumor",-0.18,"0.056","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_PPOX__THYM_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","PPOX","UCEC_Tumor",-0.39,"1.2e-07","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_PPOX__UCEC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","PPOX","UCS_Tumor",-0.24,"0.076","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_PPOX__UCS_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","PPOX","UVM_Tumor",0.18,"0.11","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_PPOX__UVM_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","UROD","ACC_Tumor",0.17,"0.13","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_UROD__ACC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","UROD","BLCA_Tumor",0.14,"0.0061","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_UROD__BLCA_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","UROD","BRCA_Tumor",-0.12,"3.7e-05","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_UROD__BRCA_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","UROD","CESC_Tumor",0.05,"0.38","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_UROD__CESC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","UROD","CHOL_Tumor",-0.032,"0.85","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_UROD__CHOL_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","UROD","COAD_Tumor",0.024,"0.69","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_UROD__COAD_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","UROD","DLBC_Tumor",-0.29,"0.048","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_UROD__DLBC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","UROD","ESCA_Tumor",0.22,"0.003","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_UROD__ESCA_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","UROD","GBM_Tumor",-0.13,"0.098","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_UROD__GBM_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","UROD","HNSC_Tumor",0.12,"0.0062","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_UROD__HNSC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","UROD","KICH_Tumor",0.46,"9e-05","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_UROD__KICH_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","UROD","KIRC_Tumor",0.012,"0.78","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_UROD__KIRC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","UROD","KIRP_Tumor",-0.047,"0.43","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_UROD__KIRP_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","UROD","LAML_Tumor",0.12,"0.12","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_UROD__LAML_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","UROD","LGG_Tumor",0.038,"0.38","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_UROD__LGG_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","UROD","LIHC_Tumor",-0.027,"0.61","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_UROD__LIHC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","UROD","LUAD_Tumor",-0.094,"0.038","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_UROD__LUAD_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","UROD","LUSC_Tumor",0.036,"0.43","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_UROD__LUSC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","UROD","MESO_Tumor",0.021,"0.85","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_UROD__MESO_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","UROD","OV_Tumor",0.2,"4.9e-05","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_UROD__OV_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","UROD","PAAD_Tumor",0.07,"0.35","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_UROD__PAAD_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","UROD","PCPG_Tumor",-0.094,"0.2","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_UROD__PCPG_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","UROD","PRAD_Tumor",-0.13,"0.0029","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_UROD__PRAD_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","UROD","READ_Tumor",0.011,"0.92","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_UROD__READ_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","UROD","SARC_Tumor",0.18,"0.0043","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_UROD__SARC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","UROD","SKCM_Tumor",0.093,"0.047","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_UROD__SKCM_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","UROD","STAD_Tumor",-0.033,"0.5","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_UROD__STAD_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","UROD","TGCT_Tumor",0.28,"0.00083","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_UROD__TGCT_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","UROD","THCA_Tumor",-0.03,"0.5","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_UROD__THCA_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","UROD","THYM_Tumor",0.038,"0.68","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_UROD__THYM_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","UROD","UCEC_Tumor",0.087,"0.26","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_UROD__UCEC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","ATAD2","UROD","UCS_Tumor",-0.096,"0.48","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__ATAD2_vs_UROD__UCS_Tumor__spearman.pdf"
